Season,Player,Team,RAPM,O-RAPM,D-RAPM
2023,Brea Beal,South Carolina Gamecocks,3.1259389942781874,1.5163096901251698,1.6096293041530176
2023,Zia Cooke,South Carolina Gamecocks,3.034135499935188,1.4709961075723974,1.5631393923627905
2023,Jordan Horston,Tennessee Lady Volunteers,2.9706917346274078,1.2507356559318898,1.719956078695518
2023,Aliyah Boston,South Carolina Gamecocks,2.881391250076248,1.3950977737621224,1.4862934763141256
2023,Victaria Saxton,South Carolina Gamecocks,2.8779051252260706,1.3914347561384468,1.4864703690876238
2023,Honesty Scott-Grayson,Auburn Tigers,2.8111147038468625,1.0249867860241522,1.7861279178227105
2023,Hannah Jump,Stanford Cardinal,2.753338926480505,1.4845917434363205,1.2687471830441843
2023,Tess Darby,Tennessee Lady Volunteers,2.7188864213784543,1.7383319278325242,0.98055449354593
2023,Flau'jae Johnson,LSU Tigers,2.6855507571367285,1.3291092187202347,1.356441538416494
2023,Haley Jones,Stanford Cardinal,2.684972207833593,1.4464982905683537,1.2384739172652397
2023,Angel Reese,LSU Tigers,2.6326700984492377,1.301729751593724,1.3309403468555137
2023,Yarden Garzon,Indiana Hoosiers,2.6006435180954073,1.6818124581587763,0.9188310599366312
2023,Chloe Moore-McNeil,Indiana Hoosiers,2.556820250756652,1.6559552963126485,0.9008649544440033
2023,Lou Lopez Senechal,UConn Huskies,2.5494057900490277,1.6109912694339121,0.9384145206151154
2023,Alissa Pili,Utah Utes,2.5465081771099265,2.193002505460616,0.35350567164931074
2023,Nika Muhl,UConn Huskies,2.519001989192632,1.272693394992046,1.246308594200586
2023,Aaliyah Edwards,UConn Huskies,2.503006267114379,1.587803529907181,0.915202737207198
2023,Shaylee Gonzales,Texas Longhorns,2.4894223865638097,0.869734935651769,1.6196874509120407
2023,Matilda Ekh,Michigan State Spartans,2.453444469407207,1.4215189074656873,1.0319255619415197
2023,LaDazhia Williams,LSU Tigers,2.44223096655472,1.366534876321281,1.0756960902334392
2023,Celeste Taylor,Duke Blue Devils,2.3897032354468846,0.7318309436106103,1.6578722918362743
2023,Ta'Niya Latson,Florida State Seminoles,2.374573355306077,1.4472769875286433,0.9272963677774336
2023,Alexis Morris,LSU Tigers,2.3607325773914187,1.014527696448209,1.34620488094321
2023,Kennedy Brown,Duke Blue Devils,2.3576937372619637,0.7187508376993006,1.6389428995626631
2023,Olivia Cochran,Louisville Cardinals,2.3549001465796984,1.3859882109420028,0.9689119356376954
2023,Jocelyn Tate,Bowling Green Falcons,2.334169767420824,1.0238108684938017,1.3103588989270225
2023,Alyza Winston,Florida Gulf Coast Eagles,2.316870227850337,1.7405996058939335,0.5762706219564034
2023,Kiki Iriafen,Stanford Cardinal,2.3154935890923527,1.691430943682384,0.6240626454099685
2023,Georgia Amoore,Virginia Tech Hokies,2.2987949308653857,1.4165242216479215,0.8822707092174642
2023,Gianna Kneepkens,Utah Utes,2.2953197189094734,1.6479519186294345,0.6473678002800387
2023,Taylor Soule,Virginia Tech Hokies,2.2792644165583074,1.3993332596759918,0.8799311568823154
2023,Olivia Miles,Notre Dame Fighting Irish,2.2787266505222332,1.628844759576254,0.6498818909459793
2023,Elizabeth Kitley,Virginia Tech Hokies,2.2587712320172386,1.3030773295573388,0.9556939024598999
2023,Caitlin Clark,Iowa Hawkeyes,2.250408078164706,1.821233664151839,0.429174414012867
2023,Jenna Johnson,Utah Utes,2.2412103202413296,1.6135267763821333,0.6276835438591962
2023,Darianna Littlepage-Buggs,Baylor Bears,2.2346309810815157,0.6066769866684151,1.6279539944131005
2023,Maddy Westbeld,Notre Dame Fighting Irish,2.215837189952336,0.9945102612426064,1.2213269287097295
2023,Cameron Brink,Stanford Cardinal,2.211643165699546,1.0349049680506444,1.1767381976489015
2023,Grace Berger,Indiana Hoosiers,2.2097798273855354,1.7445291634791829,0.46525066390635234
2023,Kate Martin,Iowa Hawkeyes,2.2026948569384373,1.773005242227661,0.4296896147107761
2023,Cayla King,Virginia Tech Hokies,2.2011838915679194,1.3567847209495398,0.8443991706183797
2023,Rori Harmon,Texas Longhorns,2.1857940555550632,1.1489825561822087,1.0368114993728543
2023,Agnes Emma-Nnopu,Stanford Cardinal,2.17038448282792,1.0918567736602707,1.0785277091676497
2023,Taylor Mikesell,Ohio State Buckeyes,2.1619081801198705,1.4873815114255162,0.6745266686943542
2023,Sonia Citron,Notre Dame Fighting Irish,2.158512966929788,0.964963588795732,1.1935493781340556
2023,Kylee Watson,Notre Dame Fighting Irish,2.1506653829098985,0.9605002476739731,1.1901651352359253
2023,Taylor Thierry,Ohio State Buckeyes,2.1328730168587136,1.4736970674494303,0.6591759494092834
2023,Mackenzie Holmes,Indiana Hoosiers,2.129652126276928,1.563652236953783,0.5659998893231452
2023,Gabbie Marshall,Iowa Hawkeyes,2.1248577574467085,1.72777940302781,0.39707835441889844
2023,Jakia Brown-Turner,NC State Wolfpack,2.1238292365401508,1.3453618391064996,0.7784673974336513
2023,Anna Camden,Penn State Lady Lions,2.1145778371553328,0.8811988590765352,1.2333789780787976
2023,Cotie McMahon,Ohio State Buckeyes,2.1038144470466444,1.45593741441381,0.6478770326328346
2023,Tishara Morehouse,Florida Gulf Coast Eagles,2.087172720663495,1.6456414384906861,0.44153128217280874
2023,Camille Hobby,NC State Wolfpack,2.0862498448694655,1.3241642640462314,0.7620855808232342
2023,Monika Czinano,Iowa Hawkeyes,2.0727169757970567,1.684667458733389,0.3880495170636679
2023,Kennedy Todd-Williams,North Carolina Tar Heels,2.0694635479462447,0.8364733764117458,1.2329901715344986
2023,Ashley Joens,Iowa State Cyclones,2.0254383702263214,1.1764523204717088,0.8489860497546128
2023,Diamond Battles,Georgia Lady Bulldogs,2.0194629086077915,0.8851191269355141,1.1343437816722777
2023,Chandler Prater,Kansas Jayhawks,2.016195787099989,1.2864522826477576,0.7297435044522314
2023,Dorka Juhasz,UConn Huskies,2.0131122218289854,0.38985816421911185,1.6232540576098735
2023,Madison Scott,Ole Miss Rebels,2.008949787092982,0.8045775472156375,1.2043722398773449
2023,Brittney Smith,Georgia Lady Bulldogs,1.9941837438611054,0.8735335905388244,1.120650153322281
2023,Lexi Donarski,Iowa State Cyclones,1.9841681001917157,1.1545752081182366,0.8295928920734793
2023,Emily Ryan,Iowa State Cyclones,1.9833686716810042,1.154349064849228,0.8290196068317762
2023,Azzi Fudd,UConn Huskies,1.9787938306282382,2.144899216759548,-0.16610538613130993
2023,Emily Kiser,Michigan Wolverines,1.9764112340204938,1.387650160963319,0.588761073057175
2023,Charisma Osborne,UCLA Bruins,1.9630486986532047,0.9833588808436518,0.9796898178095531
2023,Kierra Fletcher,South Carolina Gamecocks,1.9595098447740653,0.8499063301531637,1.1096035146209016
2023,Sonya Morris,Texas Longhorns,1.9578390307425848,1.4664966532063024,0.49134237753628246
2023,Chrislyn Carr,Louisville Cardinals,1.9525609709465892,1.3652152308891936,0.5873457400573956
2023,Maddie Nolan,Michigan Wolverines,1.9486060707731037,1.373364276217834,0.5752417945552696
2023,Aaronette Vonleh,Colorado Buffaloes,1.9422029414610207,1.022756660461864,0.9194462809991567
2023,Sydney Levy,Green Bay Phoenix,1.942160274196754,0.6335726479382204,1.3085876262585336
2023,Karoline Striplin,Tennessee Lady Volunteers,1.9387723105442294,1.4100077023324569,0.5287646082117725
2023,Cate Reese,Arizona Wildcats,1.9381241924715427,1.0840362583714385,0.8540879341001042
2023,Brynn Shoup-Hill,Illinois Fighting Illini,1.9329999278942323,1.1336092739480512,0.7993906539461811
2023,Diamond Miller,Maryland Terrapins,1.9313569898702543,1.26042631388278,0.6709306759874741
2023,Gabby Gregory,Kansas State Wildcats,1.9297594531088529,0.9323736398707307,0.9973858132381223
2023,Hannah Pratt,Columbia Lions,1.9288518141918183,1.1761604254353202,0.7526913887564981
2023,Jalynn Gregory,Middle Tennessee Blue Raiders,1.9240592168755732,1.1252797423038154,0.7987794745717579
2023,Frida Formann,Colorado Buffaloes,1.9206257341402302,1.5548610674395893,0.3657646667006409
2023,Cameron Williams,Michigan Wolverines,1.9171198190240126,1.3552676046834522,0.5618522143405604
2023,Taylor Lauterbach,Kansas State Wildcats,1.91510274529604,0.8647307744045591,1.050371970891481
2023,Wyvette Mayberry,Kansas Jayhawks,1.9145261575512467,0.9466705132824794,0.9678556442687671
2023,Lauren Jensen,Creighton Bluejays,1.9061719168011468,1.3095929367763983,0.5965789800247485
2023,Jaz Shelley,Nebraska Cornhuskers,1.9059591324029905,0.9779674561548736,0.927991676248117
2023,Taiyanna Jackson,Kansas Jayhawks,1.8999161262979873,0.9103413878743193,0.9895747384236682
2023,Hannah Barber,Alabama Crimson Tide,1.8977504459511838,1.0179585363825268,0.8797919095686569
2023,Ja'Mee Asberry,Baylor Bears,1.8962042762377012,1.0885907109312831,0.8076135653064179
2023,McKenna Warnock,Iowa Hawkeyes,1.8929634561800113,1.5438666104086125,0.3490968457713988
2023,Jorja Elliott,Incarnate Word Cardinals,1.8908425867953094,1.2558917079930758,0.6349508788022337
2023,Jada Rice,Alabama Crimson Tide,1.8752171345874507,1.0040368852694403,0.8711802493180103
2023,Esmery Martinez,Arizona Wildcats,1.8704260938635122,1.0447310094612576,0.8256950844022546
2023,Abby Meyers,Maryland Terrapins,1.8659229135553153,1.0259982631850098,0.8399246503703055
2023,Laila Phelia,Michigan Wolverines,1.8624207493499367,1.06465924400975,0.7977615053401867
2023,Sha Carter,Florida Gulf Coast Eagles,1.8618568518499836,1.4015694680663293,0.46028738378365436
2023,Liana Kaitu'u,Portland Pilots,1.860645488705717,1.0524074079657761,0.8082380807399411
2023,Kaylynne Truong,Gonzaga Bulldogs,1.858755220217601,1.2378881660440229,0.6208670541735781
2023,Morgan Maly,Creighton Bluejays,1.8519545720213517,1.277282132470869,0.5746724395504827
2023,Emma Ronsiek,Creighton Bluejays,1.8445270257348185,1.2720414679541168,0.5724855577807019
2023,Allison Weidner,Nebraska Cornhuskers,1.8435913516886342,0.8285215576479185,1.0150697940407156
2023,Elisa Pinzan,Maryland Terrapins,1.8419844594571004,1.121652450321393,0.7203320091357074
2023,Yvonne Ejim,Gonzaga Bulldogs,1.8356497334281405,1.2260585186213695,0.609591214806771
2023,Ciaja Harbison,Vanderbilt Commodores,1.8341692193796706,1.7449856205153693,0.08918359886430138
2023,Harmoni Turner,Harvard Crimson,1.8254290383487592,1.1621206626539138,0.6633083756948455
2023,McKayla Williams,Gonzaga Bulldogs,1.8245628268977785,1.216641524233872,0.6079213026639065
2023,Madison Hayes,NC State Wolfpack,1.82417890676299,1.7808465876817634,0.043332319081226735
2023,Nyla Harris,Louisville Cardinals,1.8233166013178366,0.9775372977453959,0.8457793035724408
2023,Faith Masonius,Maryland Terrapins,1.8213709082630987,1.1125131737112892,0.7088577345518094
2023,Te-Hina Paopao,Oregon Ducks,1.8188009128128395,1.1695498118918604,0.6492511009209792
2023,Brylee Glenn,Kansas State Wildcats,1.81784540419763,0.8475845610068328,0.9702608431907972
2023,Holly Kersgieter,Kansas Jayhawks,1.8013538913571054,0.6460281029855977,1.1553257883715078
2023,Chance Gray,Oregon Ducks,1.7985862067934828,1.155364217427408,0.6432219893660749
2023,Courtney Whitson,Middle Tennessee Blue Raiders,1.797756262692662,0.8941620853743185,0.90359417731834335
2023,Lauren Park-Lane,Seton Hall Pirates,1.7974973368156444,0.9863359566343061,0.8111613801813383
2023,Ahlana Smith,Mississippi State Bulldogs,1.7957815953633367,0.9883469747127882,0.8074346206505484
2023,Kamaria McDaniel,Michigan State Spartans,1.7955172456278956,0.9652257303584616,0.8302915152694341
2023,Cassidy Hardin,Purdue Boilermakers,1.795441954296181,0.8594453722143806,0.9359965820818005
2023,Christina Dalce,Villanova Wildcats,1.793684654542958,1.0667420396624652,0.7269426148804928
2023,Maddy Schreiber,Green Bay Phoenix,1.7919030484109315,0.9883532337929615,0.80354981461797
2023,Haleigh Timmer,South Dakota State Jackrabbits,1.7887211707005326,1.106482902855294,0.6822382678452384
2023,Alexis Markowski,Nebraska Cornhuskers,1.7864439273257902,0.6669303137037761,1.119513613622014
2023,Myah Selland,South Dakota State Jackrabbits,1.784464996490121,1.1035263353368716,0.6809386611532492
2023,Tori Nelson,South Dakota State Jackrabbits,1.7824685612232316,1.1027505296118763,0.6797180316113555
2023,Lasha Petree,Purdue Boilermakers,1.7792731554631511,0.8513345291443066,0.9279386263188445
2023,Savannah Wheeler,Middle Tennessee Blue Raiders,1.7783232464856311,0.8643037599009217,0.9140194865847094
2023,Paiton Burckhard,South Dakota State Jackrabbits,1.7780117336514132,1.0996957990929974,0.6783159345584159
2023,Debreasha Powe,Mississippi State Bulldogs,1.7713860799299521,0.724807268433015,1.0465788114969372
2023,Noelle Mannen,Oregon State Beavers,1.7679443787664282,0.7572596419388198,1.0106847368276084
2023,Destiny Littleton,USC Trojans,1.7640286057568388,0.3651679568449881,1.3988606489118507
2023,Erin Howard,Florida State Seminoles,1.7571905355735762,0.9187951913347902,0.8383953442387859
2023,Shyanne Sellers,Maryland Terrapins,1.7559499661017286,1.5665968827211347,0.18935308338059395
2023,Phillipina Kyei,Oregon Ducks,1.7505340302976742,1.125036777658562,0.6254972526391124
2023,Endyia Rogers,Oregon Ducks,1.7496224656111132,1.126257401948026,0.6233650636630871
2023,Gina Conti,UCLA Bruins,1.7478837660685103,1.1804743213913387,0.5674094446771717
2023,JerKaila Jordan,Mississippi State Bulldogs,1.747263518687601,0.7699901022803339,0.9772734164072671
2023,Okako Adika,USC Trojans,1.741478030156052,0.36010696016241517,1.3813710699936368
2023,Lucy Olsen,Villanova Wildcats,1.7397486527570245,1.037485291178385,0.7022633615786394
2023,Dyaisha Fair,Syracuse Orange,1.734829896311874,1.2173211673574622,0.5175087289544118
2023,Elizabeth Balogun,Duke Blue Devils,1.7322325224628963,0.26609554858115747,1.466136973881739
2023,Maddy Siegrist,Villanova Wildcats,1.7313761269297738,1.025853908002169,0.7055222189276048
2023,Camryn Taylor,Virginia Cavaliers,1.731272368923319,0.7064063587980569,1.024866010125262
2023,Andrea Daley,Boston College Eagles,1.7242887502211561,1.2416398390156738,0.4826489112054823
2023,Madison Grange,South Dakota Coyotes,1.722810538444206,0.94562721509179,0.7771833233524159
2023,Liza Karlen,Marquette Golden Eagles,1.7122047582892286,0.6433609196956148,1.0688438385936136
2023,Shaina Pellington,Arizona Wildcats,1.7115793167037792,1.011073185734058,0.7005061309697211
2023,Alaina Rice,Syracuse Orange,1.7112110250561012,1.035453939601971,0.6757570854541303
2023,Denae Fritz,Iowa State Cyclones,1.7107013210498927,1.2552518822780845,0.4554494387718082
2023,Myah Taylor,Ole Miss Rebels,1.7105093423611681,0.18030577270939072,1.5302035696517775
2023,Emily Bessoir,UCLA Bruins,1.7099964932061904,0.5532378659788015,1.1567586272273889
2023,Angel Baker,Ole Miss Rebels,1.7090133252467514,0.9818154345942174,0.7271978906525342
2023,Cali Clark,Colorado State Rams,1.7033068370958369,1.3126123901186826,0.3906944469771543
2023,Makayla Timpson,Florida State Seminoles,1.7021571351184432,0.8890425857899953,0.813114549328448
2023,Laren VanArsdale,Hampton Lady Pirates,1.6992536662556734,1.1014210642951392,0.5978326019605342
2023,Kayla Williams,USC Trojans,1.699083897777571,0.34498264454840116,1.3541012532291699
2023,Bria Patterson,Houston Cougars,1.6900615287494247,0.18348317569916592,1.5065783530502588
2023,Kennady McQueen,Utah Utes,1.689419141618972,1.3266867906957958,0.3627323509231763
2023,Camryn Brown,UCLA Bruins,1.6870737493829395,0.9176315029122502,0.7694422464706894
2023,Ja'Leah Williams,Miami Hurricanes,1.6733222491684034,1.025367707190181,0.6479545419782223
2023,Paige Meyer,South Dakota State Jackrabbits,1.673244993582156,0.8183865741792294,0.8548584194029265
2023,DeYona Gaston,Texas Longhorns,1.6661094311598448,0.9542153887616075,0.7118940423982373
2023,Lola Pendande,Miami Hurricanes,1.6652103848807873,1.0182824885327122,0.646927896348075
2023,Tonie Morgan,Georgia Tech Yellow Jackets,1.6624074703396752,0.4796191463750782,1.1827883239645969
2023,Kendall Bostic,Illinois Fighting Illini,1.6593041593195723,1.361795352931823,0.29750880638774935
2023,Alyssa Ustby,North Carolina Tar Heels,1.6570478143130623,0.6832053446676044,0.973842469645458
2023,Tamia Jones,SMU Mustangs,1.6550123625485913,0.7394140961440661,0.9155982664045252
2023,Haley Cavinder,Miami Hurricanes,1.6478182000255859,1.0099590137444423,0.6378591862811437
2023,Tayanna Jones,Colorado Buffaloes,1.6466085571524443,0.5534563436123717,1.0931522135400724
2023,Rebeka Mikulasikova,Ohio State Buckeyes,1.64465643366283,1.0396814696425039,0.6049749640203262
2023,Serena Sundell,Kansas State Wildcats,1.6444418525428162,0.7982685586448113,0.8461732938980049
2023,Tyia Singleton,Ole Miss Rebels,1.6434617797298143,0.6235281044632078,1.0199336752666066
2023,Kaydan Lawson,Virginia Cavaliers,1.6424118472188314,0.8728296203064405,0.7695822269123909
2023,Maddie Burke,Villanova Wildcats,1.6413612058713145,0.9795628248586304,0.6617983810126841
2023,Elena Tsineke,South Florida Bulls,1.6372342092725907,0.8979687004910414,0.7392655087815494
2023,Diamond Johnson,NC State Wolfpack,1.633563624548883,0.4558501607628042,1.1777134637860787
2023,Brooke Mullin,Villanova Wildcats,1.6219671835479992,0.9653739638054775,0.6565932197425218
2023,Eva Hodgson,North Carolina Tar Heels,1.6214720535032683,0.5658824410317925,1.0555896124714756
2023,Kayleigh Truong,Gonzaga Bulldogs,1.6205297849784177,0.5139285069820595,1.1066012779963583
2023,Grace Stone,Princeton Tigers,1.6201129882458951,0.5290187541291412,1.091094234116754
2023,Quay Miller,Colorado Buffaloes,1.6166786090282517,0.7124727078003346,0.9042059012279171
2023,Maddie Krull,Nebraska Cornhuskers,1.6162817830280969,0.4526385782263268,1.16364320480177
2023,Chloe Marotta,Marquette Golden Eagles,1.61565569985454,0.6903906334751718,0.9252650663793682
2023,Adalia McKenzie,Illinois Fighting Illini,1.6155413626752362,1.3370661078161332,0.278475254859103
2023,Hannah Young,Kent State Golden Flashes,1.6152546531889442,1.2128705121431425,0.40238414104580184
2023,Julia Cunningham,Princeton Tigers,1.6127931529776354,0.5261817946125703,1.086611358365065
2023,Kiki Rice,UCLA Bruins,1.6114605300957905,0.5317466748264029,1.0797138552693875
2023,Sam Brunelle,Virginia Cavaliers,1.605538498226312,0.5637281756459286,1.0418103225803834
2023,Jade Loville,Arizona Wildcats,1.5996465663596382,0.9393972710283544,0.660249295331284
2023,DeeDee Hagemann,Michigan State Spartans,1.5989808124830747,1.1122172571639106,0.48676355531916393
2023,Justice Ethridge,UNLV Lady Rebels,1.598265075408678,1.2844548656251453,0.3138102097835326
2023,Emina Selimovic,Siena Saints,1.5902853234238443,1.5582740469138943,0.03201127650995014
2023,Chloe Chapman,Georgia Lady Bulldogs,1.5896342522860398,0.021975591113442383,1.5676586611725973
2023,Dara Mabrey,Notre Dame Fighting Irish,1.5860996767031623,0.5201868716598573,1.0659128050433049
2023,Alyssa Durazo-Frescas,UNLV Lady Rebels,1.5845543982078942,1.2752953765279753,0.3092590216799189
2023,Desi-Rae Young,UNLV Lady Rebels,1.5831628337688772,1.2768798014825675,0.30628303228630976
2023,Jordan King,Marquette Golden Eagles,1.5810836398322512,0.672787752917833,0.9082958869144182
2023,Audrey Warren,Georgia Lady Bulldogs,1.580598474069645,0.8680982479443988,0.7125002261252462
2023,Jaden Owens,Baylor Bears,1.5759966179215041,0.5911509351963047,0.9848456827251995
2023,Sarah Andrews,Baylor Bears,1.5753053825795287,1.1584160846983926,0.41688929788113605
2023,Marquesha Davis,Ole Miss Rebels,1.575302953142755,0.9263530999579134,0.6489498531848416
2023,Carla Brito,South Florida Bulls,1.5653551534011194,1.0217292241228266,0.5436259292782928
2023,McKenna Hofschild,Colorado State Rams,1.5636503084392395,0.9702315581230139,0.5934187503162255
2023,Terryn Milton,Oklahoma State Cowgirls,1.5604098145593734,1.3164718875036767,0.2439379270556967
2023,Sara Scalia,Indiana Hoosiers,1.5566989356685381,0.998198798909067,0.5585001367594711
2023,Courtney Blakely,Middle Tennessee Blue Raiders,1.5551371918790156,1.1786182626115163,0.3765189292674993
2023,Naomie Alnatas,Oklahoma State Cowgirls,1.5523097733953033,1.3142828534165527,0.23802691997875067
2023,Anya Poole,North Carolina Tar Heels,1.5504362343664984,0.6911439307428052,0.8592923036236931
2023,Journee McDaniel,East Tennessee State Bucs,1.549650965978354,0.8591601201623139,0.69049084581604
2023,Demeara Hinds,Wake Forest Demon Deacons,1.546885563621468,0.47059421031013704,1.076291353311331
2023,Samara Spencer,Arkansas Razorbacks,1.5441211026845236,0.6963452896332956,0.8477758130512282
2023,Kaylee Smiler,BYU Cougars,1.543236140409205,0.5809497945990041,0.9622863458102009
2023,Aicha Coulibaly,Auburn Tigers,1.538864857720906,0.6011122070326244,0.9377526506882818
2023,Aaliyah Nye,Alabama Crimson Tide,1.5378560596853237,1.3044345095550558,0.23342155013026794
2023,Mykasa Robinson,Louisville Cardinals,1.537379743948015,0.7116356263988877,0.8257441175491274
2023,Ellie Buzzelle,Grand Canyon Lopes,1.5272953691208802,0.7426644993110963,0.7846308698097837
2023,Maddie Scherr,Kentucky Wildcats,1.5257347669744332,1.0778845384834752,0.4478502284909581
2023,Reigan Richardson,Duke Blue Devils,1.524028610315082,0.5654339220873326,0.9585946882277494
2023,Taylen Collins,Oklahoma State Cowgirls,1.5219350165182348,1.2899707205989972,0.23196429591923762
2023,Sharonica Hartsfield,Troy Trojans,1.5196839078950173,1.064141504220111,0.4555424036749063
2023,Cache' Wilson,Maryland-Eastern Shore Lady Hawks,1.5178553016499203,-0.006739390741596618,1.524594692391517
2023,Cache' Wilson,San Diego State Aztecs,1.5178553016499203,-0.006739390741596618,1.524594692391517
2023,Karla Erjavec,Miami Hurricanes,1.517638726699432,1.1983617879878767,0.3192769387115553
2023,Kiki Jefferson,James Madison Dukes,1.5131401218061853,0.880313190510766,0.6328269312954193
2023,Chrissy Carr,Arkansas Razorbacks,1.512333867178511,0.6770067897909902,0.8353270773875208
2023,Liz Scott,Oklahoma Sooners,1.5111395334112987,1.2221466131000174,0.2889929203112812
2023,Bailey Butler,Green Bay Phoenix,1.5083838231466442,0.911825624930113,0.5965581982165312
2023,Taylor Valladay,Virginia Cavaliers,1.5081355606213829,1.1343900639411553,0.3737454966802275
2023,Taylor Donaldson,New Mexico State Aggies,1.5064003822319085,0.14887406078953902,1.3575263214423696
2023,Grace Berg,Drake Bulldogs,1.5034887936387584,1.0085059828240153,0.49498281081474316
2023,Erynn Barnum,Arkansas Razorbacks,1.4988533231661938,0.6761688799459077,0.8226844432202862
2023,Sarah Beth Gueldner,Drake Bulldogs,1.4987529398307753,1.0073711469839661,0.49138179284680916
2023,Sydney Parrish,Indiana Hoosiers,1.4975506119313882,0.6547291159110589,0.8428214960203294
2023,Caitlin Bickle,Baylor Bears,1.4966291967756353,0.9715513248823062,0.5250778718933291
2023,Jeanae Terry,Purdue Boilermakers,1.4950857773665542,1.0360555506014584,0.45903022676509575
2023,Ayzhiana Basallo,Santa Clara Broncos,1.4937630980950412,0.4315895260603024,1.0621735720347387
2023,Liz Smith,Pacific Tigers,1.4925049871870426,0.8380746683960504,0.6544303187909922
2023,Katie Dinnebier,Drake Bulldogs,1.490595940952908,1.001892910954623,0.48870302999828474
2023,Ula Motuga,Washington State Cougars,1.489400398532946,0.7969121276051458,0.6924882709278002
2023,Maggie Bair,Drake Bulldogs,1.486068151379186,1.0004189467754265,0.4856492046037595
2023,Madison Bartley,Belmont Bruins,1.4860259621437306,1.1689359967717348,0.31708996537199574
2023,Daisha Bradford,Clemson Tigers,1.4848232093286582,0.6507307070104147,0.8340925023182435
2023,Ana Llanusa,Oklahoma Sooners,1.483149407367716,1.1971514642571304,0.2859979431105857
2023,Tara Wallack,Washington State Cougars,1.4823331106140047,0.7952073351891944,0.6871257754248105
2023,Amari Robinson,Clemson Tigers,1.4803564270043452,0.6477243936558797,0.8326320333484656
2023,Rhyle McKinney,Texas Tech Lady Raiders,1.4789314736879717,1.3891641873624796,0.08976728632549211
2023,Robyn Benton,Kentucky Wildcats,1.4765462418204018,1.0566617971398604,0.4198844446805413
2023,Jessika Evans,Tulsa Golden Hurricane,1.4749140077217757,0.49477610065464694,0.9801379070671289
2023,Aerial Wilson,South Florida Bulls,1.4738963045734508,0.965150275134977,0.5087460294384738
2023,Nevaeh Tot,Oklahoma Sooners,1.47225712067589,1.1928812167192042,0.27937590395668577
2023,Khadija Faye,Texas Longhorns,1.471984051471571,0.38209845278184196,1.089885598689729
2023,Alberte Rimdal,Florida Gators,1.4701683009160582,0.6366485824186228,0.8335197184974354
2023,Deja Kelly,North Carolina Tar Heels,1.4677337811019444,0.6555871680394366,0.8121466130625078
2023,Saniyah Glenn-Bello,Harvard Crimson,1.463723317125627,0.8009343771101348,0.6627889400154922
2023,Dulcy Fankam Mendjiadeu,South Florida Bulls,1.4632938070434753,0.9601029968536499,0.5031908101898254
2023,Angelique Ngalakulondi,UMass Minutewomen,1.459568150639064,1.1357971298293816,0.32377102080968245
2023,Viane Cumber,New Mexico Lobos,1.4586271960192259,1.6703264343377933,-0.2116992383185675
2023,Bendu Yeaney,Oregon State Beavers,1.456585532257916,0.6787000415290088,0.7778854907289072
2023,Hannah Hank,Clemson Tigers,1.4563932458529214,0.6371523325884295,0.8192409132644918
2023,Sophia Ramos,San Diego State Aztecs,1.453662518054251,0.48755396385633,0.9661085541979211
2023,Amari Young,Old Dominion Monarchs,1.4527443892886927,0.32427210973548726,1.1284722795532054
2023,Kristyna Jeskeova,Long Beach State Beach,1.450430302273239,0.5503190556464533,0.9001112466267857
2023,Rebekah Frisby-Smith,William & Mary Tribe,1.4475257815039446,1.2612973257342353,0.1862284557697093
2023,Saylor Poffenbarger,Arkansas Razorbacks,1.4448307726767178,0.6485058613623552,0.7963249113143624
2023,Grace Crowley,Milwaukee Panthers,1.444416384535789,1.3159547689813187,0.12846161555447033
2023,Emma List,Florida Gulf Coast Eagles,1.4430684343875133,1.4923469960798985,-0.049278561692385245
2023,Jordan Walker,Tennessee Lady Volunteers,1.440768999115007,1.1367830237275764,0.3039859753874306
2023,Haley Troup,Missouri Tigers,1.4371399012568493,1.0254929799265617,0.4116469213302877
2023,Johanna Teder,Washington State Cougars,1.4356627690544663,0.7714632064965913,0.664199562557875
2023,Bella Murekatete,Washington State Cougars,1.4332467312030153,0.7688842980972049,0.6643624331058103
2023,Hayley Frank,Missouri Tigers,1.4292176261251899,1.0214801409451326,0.4077374851800572
2023,Hailey Van Lith,Louisville Cardinals,1.428871278158637,0.9399716452479959,0.488899632910641
2023,Bre'Amber Scott,Texas Tech Lady Raiders,1.4264419019127856,0.5521587881909295,0.8742831137218562
2023,Lauren Hansen,Missouri Tigers,1.425641062596153,1.0194609057679391,0.406180156828214
2023,Katie Jekot,Saint Joseph's Hawks,1.4253845150108262,0.5039830791796515,0.9214014358311747
2023,Sifa Joyeuse,Florida International Panthers,1.424295264814063,0.494460918843873,0.92983434597019
2023,Molly Mogensen,Creighton Bluejays,1.422089329971971,1.358454468790915,0.06363486118105603
2023,Emani Jefferson,Memphis Tigers,1.421248675257823,0.25307580567866433,1.1681728695791587
2023,Charlisse Leger-Walker,Washington State Cougars,1.4197096147086172,0.7583583908229525,0.6613512238856647
2023,Carly Bachelor,Creighton Bluejays,1.4118552672853422,0.22158276622447629,1.190272501060866
2023,Taylor Robertson,Oklahoma Sooners,1.4104342007370163,1.1463633732286131,0.26407082750840316
2023,Madi Williams,Oklahoma Sooners,1.4083892615630011,1.1441001265056094,0.2642891350573916
2023,Cassie Schiltz,Green Bay Phoenix,1.4069829679272858,1.1732070026889827,0.2337759652383031
